,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
1728,11.15,0.073516952,1,18,0,1,790.9704,0,1,0,0
1729,17.0,0.119285634,4,33,2,0,2980.1208,0,1,0,0
1730,7.47,0.153011599,4,13,0,1,3419.5488,0,1,0,0
1731,20.7,0.04875891,1,23,0,2,834.9132,0,1,0,0
1732,15.6,0.105276162,3,16,0,1,3779.0808,0,1,0,0
1733,17.7,0.122123201,2,18,0,1,814.9392,0,1,0,0
1734,13.0,0.082970667,1,21,1,2,1114.5492,0,1,0,0
1735,14.0,0.029782937,3,18,0,1,866.8716,0,1,0,0
1736,18.85,0.067953506,2,23,0,2,2396.88,0,1,0,0
1737,15.7,0.03722507,3,16,0,1,1999.3974,0,1,0,0
1738,15.85,0.020487625,1,23,0,2,468.7232,0,1,0,0
1739,6.175,0.179077475,2,23,0,2,1342.2528,0,1,0,0
1740,15.2,0.037131628,4,35,0,2,218.3824,1,0,0,0
1741,16.0,0.017547958,1,16,0,1,614.5334,0,1,0,0
1742,13.15,0.093191195,3,13,0,1,1426.1436,0,1,0,0
1743,16.5,0.079875237,2,18,0,1,1537.998,0,1,0,0
1744,14.65,0.01125332,1,13,0,1,939.4438,0,1,0,0
1745,13.5,0.125170423,4,33,2,0,3418.883,0,1,0,0
1746,10.1,0.032152004,1,21,1,2,404.8064,0,1,0,0
1747,11.85,0.056033565,1,13,0,1,974.0654,0,1,0,0
1748,9.285,0.021049215,3,18,0,1,2406.867,0,1,0,0
1749,12.8,0.023526504,4,16,0,1,5626.01,0,1,0,0
1750,6.235,0.020229757,4,21,1,2,5956.9126,0,1,0,0
1751,12.15,0.131445848,4,18,0,1,6404.996,0,1,0,0
1752,19.6,0.083862625,1,35,0,2,216.385,1,0,0,0
1753,12.35,0.18614827,1,21,1,2,1158.492,0,1,0,0
1754,9.195,0.204713036,2,22,0,0,202.4032,1,0,0,0
1755,16.2,0.036057562,4,11,1,0,2342.9502,0,0,1,0
1756,7.285,0.031327839,3,13,0,1,2976.7918,0,1,0,0
1757,7.05,0.055558509,4,23,0,2,3131.9232,0,1,0,0
1758,7.905,0.0,2,35,0,2,108.5254,1,0,0,0
1759,14.5,0.063863551,4,23,0,2,4448.2098,0,1,0,0
1760,13.35,0.0,1,13,0,1,1442.1228,0,1,0,0
1761,11.5,0.0,2,21,1,2,2841.6344,0,1,0,0
1762,12.1,0.016852909,3,21,1,2,2876.256,0,1,0,0
1763,11.8,0.094037241,2,11,1,0,1001.3632,0,0,1,0
1764,7.05,0.085312137,2,11,1,0,982.7208,0,0,1,0
1765,19.85,0.053764023,4,35,1,0,3547.3824,0,0,0,1
1766,18.75,0.010365546,4,23,0,2,3125.931,0,1,0,0
1767,19.25,0.027135522,4,18,0,1,3142.576,0,1,0,0
1768,16.2,0.0,2,33,2,0,1398.18,0,1,0,0
1769,8.31,0.116148596,3,11,1,0,4427.57,0,0,1,0
1770,13.1,0.075363922,1,13,0,1,1956.1204,0,1,0,0
1771,13.5,0.021496403,3,23,0,2,3078.6592,0,1,0,0
1772,11.15,0.085931544,3,23,0,2,1018.674,0,1,0,0
1773,7.5,0.096806008,1,11,1,0,687.1056,0,0,1,0
1774,10.5,0.04778563,3,35,1,0,3787.0704,0,0,0,1
1775,15.6,0.105725004,3,11,1,0,2748.4224,0,0,1,0
1776,7.05,0.148764535,2,35,0,2,109.1912,1,0,0,0
1777,6.78,0.066997921,4,13,0,1,2609.936,0,1,0,0
1778,16.0,0.040938155,2,16,0,1,4516.7872,0,1,0,0
1779,13.8,0.014661762,1,35,1,0,2319.6472,0,0,0,1
1780,10.5,0.048213766,3,11,1,0,3629.2758,0,0,1,0
1781,17.1,0.032761024,3,11,1,0,2087.9488,0,0,1,0
1782,7.535,0.0,2,18,0,1,1557.972,0,1,0,0
1783,15.1,0.025988508,3,16,0,1,2364.9216,0,1,0,0
1784,15.1,0.026140452,3,13,0,1,4138.6128,0,1,0,0
1785,10.0,0.025932408,4,11,1,0,3171.8712,0,0,1,0
1786,20.85,0.098170402,4,13,0,1,2243.746,0,1,0,0
1787,16.7,0.119439636,3,16,0,1,724.3904,0,1,0,0
1788,8.315,0.059540542,3,22,0,0,145.1444,1,0,0,0
1789,15.6,0.044122209,3,35,0,2,175.1054,1,0,0,0
1790,16.75,0.081304829,4,16,0,1,4111.9808,0,1,0,0
1791,6.15,0.081014461,2,35,0,2,492.692,1,0,0,0
1792,12.5,0.006775667,1,21,1,2,1022.6688,0,1,0,0
1793,6.8,0.03749705,1,23,0,2,194.4136,0,1,0,0
1794,7.3,0.086060695,3,33,2,0,2808.3444,0,1,0,0
1795,15.85,0.020519478,1,21,1,2,852.224,0,1,0,0
1796,12.1,0.061163967,1,16,0,1,828.921,0,1,0,0
1797,9.195,0.07821891,2,18,0,1,323.5788,0,1,0,0
1798,7.59,0.14492016,3,33,2,0,2942.836,0,1,0,0
1799,12.15,0.062235983,1,33,2,0,359.532,0,1,0,0
1800,19.75,0.030166924,3,22,0,0,719.064,1,0,0,0
1801,18.85,0.016104504,2,16,0,1,2360.9268,0,1,0,0
1802,12.15,0.01544786,4,33,2,0,2735.1064,0,1,0,0
1803,13.1,0.037574137,3,16,0,1,3677.2134,0,1,0,0
1804,10.195,0.106876976,3,35,1,0,3842.9976,0,0,0,1
1805,8.985,0.32111501,2,35,0,2,199.74,1,0,0,0
1806,7.895,0.061124626,1,33,2,0,171.7764,0,1,0,0
1807,9.8,0.127599399,2,35,0,2,120.5098,1,0,0,0
1808,16.75,0.029785889,1,21,1,2,628.5152,0,1,0,0
1809,16.35,0.0,4,16,0,1,2946.165,0,1,0,0
1810,8.21,0.010762387,3,16,0,1,1789.6704,0,1,0,0
1811,15.85,0.108206497,1,13,0,1,468.7232,0,1,0,0
1812,16.2,0.063127333,2,21,1,2,1597.92,0,1,0,0
1813,17.5,0.02687089,4,23,0,2,3681.874,0,1,0,0
1814,11.15,0.099681705,2,35,0,2,317.5866,1,0,0,0
1815,13.65,0.072898645,4,16,0,1,1977.426,0,1,0,0
1816,11.35,0.063354531,1,18,0,1,1230.3984,0,1,0,0
1817,10.8,0.082534287,4,16,0,1,4410.2592,0,1,0,0
1818,7.47,0.152024355,4,33,2,0,1496.0526,0,1,0,0
1819,19.85,0.045669236,2,23,0,2,1012.016,0,1,0,0
1820,8.39,0.024342578,2,13,0,1,2862.94,0,1,0,0
1821,10.8,0.028988288,4,21,1,2,6692.6216,0,1,0,0
1822,15.0,0.044908404,2,23,0,2,1404.838,0,1,0,0
1823,17.35,0.168329848,3,13,0,1,2812.3392,0,1,0,0
1824,14.1,0.111936685,4,22,0,0,992.042,1,0,0,0
1825,19.2,0.005620213,4,13,0,1,5191.2426,0,1,0,0
1826,15.6,0.117095014,1,21,1,2,1148.505,0,1,0,0
1827,20.35,0.248301532,2,35,0,2,245.0144,1,0,0,0
1828,20.5,0.023274107,3,13,0,1,2909.546,0,1,0,0
1829,17.85,0.091354948,2,35,0,2,122.5072,1,0,0,0
1830,10.6,0.011087128,1,16,0,1,1468.089,0,1,0,0
1831,15.1,0.099839365,3,16,0,1,1733.7432,0,1,0,0
1832,7.035,0.021938404,4,11,1,0,5785.802,0,0,1,0
1833,16.0,0.090480206,3,13,0,1,1985.4156,0,1,0,0
1834,13.65,0.080640478,4,23,0,2,4175.8976,0,1,0,0
1835,18.85,0.040338009,4,33,2,0,6615.3888,0,1,0,0
1836,6.115,0.007043008,4,16,0,1,569.259,0,1,0,0
1837,8.96,0.069219165,4,11,1,0,2759.0752,0,0,1,0
1838,19.6,0.039569689,3,16,0,1,2631.2416,0,1,0,0
1839,9.195,0.180588082,3,22,0,0,363.5268,1,0,0,0
1840,8.97,0.09301462,1,23,0,2,1037.3164,0,1,0,0
1841,12.35,0.274405193,2,22,0,0,355.5372,1,0,0,0
1842,9.3,0.066887123,3,21,1,2,3283.7256,0,1,0,0
1843,17.7,0.042468413,3,16,0,1,1468.089,0,1,0,0
1844,7.27,0.071188446,2,21,1,2,1138.518,0,1,0,0
1845,20.7,0.191008614,1,22,0,0,189.0872,1,0,0,0
1846,16.1,0.159595473,1,33,2,0,339.558,0,1,0,0
1847,19.35,0.086905536,1,35,0,2,314.2576,1,0,0,0
1848,20.75,0.089186387,4,33,2,0,6006.1818,0,1,0,0
1849,20.2,0.112321218,2,23,0,2,2988.1104,0,1,0,0
1850,5.51,0.034668802,2,13,0,1,1761.7068,0,1,0,0
1851,20.2,0.0,2,13,0,1,3560.6984,0,1,0,0
1852,14.7,0.072592873,1,11,1,0,874.8612,0,0,1,0
1853,20.0,0.059889718,3,16,0,1,2874.9244,0,1,0,0
1854,17.1,0.112402118,2,22,0,0,113.186,1,0,0,0
1855,11.5,0.029529474,2,22,0,0,262.3252,1,0,0,0
1856,11.15,0.105736638,2,11,1,0,2181.1608,0,0,1,0
1857,16.2,0.044291251,1,21,1,2,503.3448,0,1,0,0
1858,16.1,0.100388706,1,21,1,2,1853.5872,0,1,0,0
1859,7.68,0.070556945,4,35,1,0,7504.2318,0,0,0,1
1860,15.0,0.054599767,1,11,1,0,644.4944,0,0,1,0
1861,12.8,0.069560905,4,33,2,0,2885.5772,0,1,0,0
1862,5.985,0.0,2,16,0,1,1017.3424,0,1,0,0
1863,19.35,0.021453493,2,16,0,1,2530.7058,0,1,0,0
1864,16.6,0.016276741,2,11,1,0,1617.894,0,0,1,0
1865,11.15,0.056656942,2,35,1,0,2328.9684,0,0,0,1
1866,11.5,0.072994847,4,21,1,2,1328.271,0,1,0,0
1867,8.88,0.165073642,4,22,0,0,209.727,1,0,0,0
1868,11.6,0.017744999,3,23,0,2,1244.3802,0,1,0,0
1869,9.8,0.047453947,2,13,0,1,1518.024,0,1,0,0
1870,9.395,0.171422166,2,18,0,1,1685.8056,0,1,0,0
1871,12.3,0.021860985,4,23,0,2,3078.6592,0,1,0,0
1872,16.1,0.023577298,4,23,0,2,2866.269,0,1,0,0
1873,19.1,0.043304681,3,22,0,0,294.2836,1,0,0,0
1874,8.43,0.177971115,3,21,1,2,2069.3064,0,1,0,0
1875,14.5,0.106894492,4,22,0,0,1046.6376,1,0,0,0
1876,8.27,0.127927931,3,23,0,2,4442.2176,0,1,0,0
1877,7.02,0.081623275,3,13,0,1,1930.1542,0,1,0,0
1878,20.0,0.051596927,2,18,0,1,1780.3492,0,1,0,0
1879,7.81,0.067592098,4,18,0,1,7086.1094,0,1,0,0
1880,10.395,0.054670967,3,35,0,2,316.9208,1,0,0,0
1881,13.1,0.012089479,4,33,2,0,3415.554,0,1,0,0
1882,15.2,0.021250528,4,18,0,1,5241.1776,0,1,0,0
1883,10.8,0.05843345,1,23,0,2,1025.332,0,1,0,0
1884,12.6,0.05606697,1,16,0,1,473.3838,0,1,0,0
1885,12.15,0.029569276,2,21,1,2,2912.875,0,1,0,0
1886,7.42,0.0204332,4,18,0,1,5976.2208,0,1,0,0
1887,12.6,0.055213281,3,35,0,2,687.1056,1,0,0,0
1888,6.885,0.1408005,2,13,0,1,2984.1156,0,1,0,0
1889,19.6,0.047665717,1,35,1,0,1255.033,0,0,0,1
1890,20.25,0.059268885,4,13,0,1,3695.19,0,1,0,0
1891,15.3,0.084937098,4,18,0,1,1068.609,0,1,0,0
1892,9.21,0.008778413,2,21,1,2,1583.9382,0,1,0,0
1893,15.6,0.0,4,11,1,0,661.1394,0,0,1,0
1894,15.35,0.013834247,1,21,1,2,958.752,0,1,0,0
1895,12.15,0.132351411,4,18,0,1,2836.308,0,1,0,0
1896,14.65,0.082955719,3,35,1,0,5523.4768,0,0,0,1
1897,11.395,0.009893817,1,21,1,2,972.068,0,1,0,0
1898,17.1,0.0,2,23,0,2,3002.0922,0,1,0,0
1899,18.85,0.067940657,2,16,0,1,1198.44,0,1,0,0
1900,19.6,0.094161662,4,23,0,2,4566.0564,0,1,0,0
1901,11.3,0.067107448,4,13,0,1,4402.9354,0,1,0,0
1902,12.15,0.018321361,4,35,1,0,4819.7262,0,0,0,1
1903,5.785,0.038756864,4,23,0,2,6033.4796,0,1,0,0
1904,5.82,0.077254736,4,33,2,0,1537.998,0,1,0,0
1905,9.0,0.08630486,3,11,1,0,2181.1608,0,0,1,0
1906,5.095,0.128876537,2,35,1,0,4916.933,0,0,0,1
1907,7.895,0.061163967,1,16,0,1,801.6232,0,1,0,0
1908,13.8,0.058220302,4,18,0,1,1474.0812,0,1,0,0
1909,5.44,0.025519534,4,21,1,2,3605.307,0,1,0,0
1910,16.7,0.070133177,2,33,2,0,873.5296,0,1,0,0
1911,19.85,0.025947095,1,33,2,0,575.2512,0,1,0,0
1912,10.395,0.091688111,1,13,0,1,860.2136,0,1,0,0
1913,14.15,0.0,1,35,0,2,40.6138,1,0,0,0
1914,18.35,0.165101585,1,35,0,2,515.3292,1,0,0,0
1915,15.1,0.059417055,4,21,1,2,2133.2232,0,1,0,0
1916,20.5,0.036287517,2,11,1,0,2181.1608,0,0,1,0
1917,15.6,0.037764269,2,18,0,1,2253.0672,0,1,0,0
1918,16.75,0.024848788,1,16,0,1,746.3618,0,1,0,0
1919,10.85,0.162903525,2,11,1,0,1482.0708,0,0,1,0
1920,16.2,0.016747538,2,13,0,1,1272.3438,0,1,0,0
1921,7.72,0.147904328,2,22,0,0,117.8466,1,0,0,0
1922,10.195,0.079904068,2,35,1,0,4434.228,0,0,0,1
1923,5.785,0.040325274,3,33,2,0,719.064,0,1,0,0
1924,16.1,0.06302467,3,35,1,0,1263.0226,0,0,0,1
1925,15.2,0.021203509,4,16,0,1,6114.7072,0,1,0,0
1926,13.1,0.098765906,4,16,0,1,2167.8448,0,1,0,0
1927,6.32,0.012707362,1,33,2,0,942.7728,0,1,0,0
1928,17.85,0.04442649,2,33,2,0,1897.53,0,1,0,0
1929,9.195,0.121712459,2,35,1,0,2631.2416,0,0,0,1
1930,13.85,0.030769458,2,33,2,0,2978.1234,0,1,0,0
1931,5.78,0.014614357,3,11,1,0,2332.9632,0,0,1,0
1932,9.42,0.076868664,1,35,0,2,123.8388,1,0,0,0
1933,6.885,0.140292495,2,18,0,1,1989.4104,0,1,0,0
1934,8.42,0.070555571,4,16,0,1,2372.9112,0,1,0,0
1935,7.63,0.061409711,2,13,0,1,1607.2412,0,1,0,0
1936,10.5,0.066555152,1,13,0,1,958.752,0,1,0,0
1937,7.575,0.092711708,4,22,0,0,197.0768,1,0,0,0
1938,13.5,0.017844609,1,33,2,0,1198.44,0,1,0,0
1939,12.15,0.025916883,2,18,0,1,2277.036,0,1,0,0
1940,5.405,0.053611144,4,16,0,1,796.2968,0,1,0,0
1941,6.235,0.207783483,4,35,0,2,525.982,1,0,0,0
1942,7.435,0.122837694,4,23,0,2,3105.957,0,1,0,0
1943,4.635,0.141174838,2,18,0,1,2826.9868,0,1,0,0
1944,8.96,0.069078149,4,18,0,1,3153.2288,0,1,0,0
1945,18.35,0.089345074,4,11,1,0,5369.0112,0,0,1,0
1946,11.65,0.058822142,3,21,1,2,3448.844,0,1,0,0
1947,10.5,0.071368699,2,21,1,2,1446.1176,0,1,0,0
1948,7.39,0.068055818,2,11,1,0,1567.2932,0,0,1,0
1949,5.86,0.150122794,3,35,1,0,1396.1826,0,0,0,1
1950,14.0,0.030094192,4,23,0,2,1078.596,0,1,0,0
1951,18.5,0.076097035,3,22,0,0,291.6204,1,0,0,0
1952,13.65,0.025973384,1,18,0,1,554.6114,0,1,0,0
1953,14.15,0.0,4,18,0,1,731.0484,0,1,0,0
1954,10.1,0.053887301,4,13,0,1,4250.4672,0,1,0,0
1955,10.1,0.024262772,2,11,1,0,1514.695,0,0,1,0
1956,13.85,0.034624104,2,21,1,2,4054.722,0,1,0,0
1957,13.1,0.044281996,3,18,0,1,3067.3406,0,1,0,0
1958,18.75,0.052121825,2,21,1,2,2343.616,0,1,0,0
1959,14.0,0.135662712,1,33,2,0,852.224,0,1,0,0
1960,16.1,0.023613955,4,21,1,2,5350.3688,0,1,0,0
1961,19.5,0.082152451,3,35,1,0,4119.3046,0,0,0,1
1962,10.5,0.02363057,2,35,0,2,425.4462,1,0,0,0
1963,12.35,0.164274416,2,18,0,1,2133.2232,0,1,0,0
1964,20.7,0.047587685,4,18,0,1,5145.3024,0,1,0,0
1965,7.825,0.079952983,1,11,1,0,1162.4868,0,0,1,0
1966,19.5,0.024992442,1,35,0,2,165.7842,1,0,0,0
1967,12.1,0.115107028,4,18,0,1,3547.3824,0,1,0,0
1968,5.03,0.008604657,2,35,1,0,1211.756,0,0,0,1
1969,14.65,0.083528446,3,18,0,1,2274.3728,0,1,0,0
1970,6.69,0.036731658,3,35,1,0,4763.799,0,0,0,1
1971,20.75,0.129337594,4,23,0,2,5033.448,0,1,0,0
1972,11.15,0.0,1,21,1,2,1120.5414,0,1,0,0
1973,12.1,0.029827665,3,21,1,2,2612.5992,0,1,0,0
1974,11.6,0.157718931,3,13,0,1,4548.0798,0,1,0,0
1975,17.6,0.008046275,3,13,0,1,5863.0348,0,1,0,0
1976,20.35,0.068753558,2,35,0,2,254.3356,1,0,0,0
1977,13.8,0.013199737,2,35,1,0,2713.135,0,0,0,1
1978,10.65,0.023971463,1,23,0,2,447.4176,0,1,0,0
1979,18.35,0.09468096,1,11,1,0,1631.8758,0,0,1,0
1980,7.35,0.014394261,4,18,0,1,5331.7264,0,1,0,0
1981,18.2,0.049396364,3,21,1,2,3563.3616,0,1,0,0
1982,8.39,0.024243294,2,21,1,2,1603.2464,0,1,0,0
1983,14.3,0.122469209,2,33,2,0,2709.806,0,1,0,0
1984,10.195,0.017730951,4,13,0,1,4086.0146,0,1,0,0
1985,14.15,0.035016754,4,11,1,0,1705.7796,0,0,1,0
1986,16.2,0.019417732,3,18,0,1,1402.1748,0,1,0,0
1987,11.3,0.066358426,4,35,1,0,7168.6686,0,0,0,1
1988,12.65,0.105265475,3,22,0,0,962.7468,1,0,0,0
1989,9.0,0.038736754,1,35,1,0,1281.665,0,0,0,1
1990,10.895,0.044991876,2,22,0,0,426.112,1,0,0,0
1991,5.735,0.05696122,3,23,0,2,1764.37,0,1,0,0
1992,17.85,0.147255604,1,13,0,1,1701.7848,0,1,0,0
1993,5.82,0.077319079,4,23,0,2,4357.661,0,1,0,0
1994,10.0,0.089135671,3,16,0,1,3207.8244,0,1,0,0
1995,17.6,0.041373331,1,16,0,1,732.38,0,1,0,0
1996,18.25,0.04403602,3,35,1,0,6751.212,0,0,0,1
1997,10.1,0.027041859,1,33,2,0,306.268,0,1,0,0
1998,11.0,0.056782237,4,35,1,0,8239.9408,0,0,0,1
1999,17.6,0.03922186,2,23,0,2,193.082,0,1,0,0
2000,8.645,0.021581922,1,16,0,1,1209.7586,0,1,0,0
2001,19.5,0.128206001,3,23,0,2,3878.285,0,1,0,0
2002,7.68,0.071301323,4,13,0,1,2693.8268,0,1,0,0
2003,15.7,0.030765898,1,18,0,1,649.155,0,1,0,0
2004,5.405,0.053730029,4,18,0,1,4777.7808,0,1,0,0
2005,20.85,0.062350672,1,18,0,1,1416.8224,0,1,0,0
2006,7.39,0.068163102,2,13,0,1,2422.1804,0,1,0,0
2007,6.465,0.0,4,11,1,0,2914.8724,0,0,1,0
2008,18.25,0.015309885,4,18,0,1,2380.9008,0,1,0,0
2009,11.8,0.106538757,4,35,1,0,1556.6404,0,0,0,1
2010,12.65,0.061999648,4,35,0,2,689.103,1,0,0,0
2011,10.195,0.051618281,1,33,2,0,373.5138,0,1,0,0
2012,15.1,0.076505799,1,13,0,1,539.298,0,1,0,0
2013,13.65,0.013091186,2,11,1,0,1612.5676,0,0,1,0
2014,18.2,0.022074764,2,35,0,2,559.272,1,0,0,0
2015,15.7,0.079146113,3,35,0,2,179.766,1,0,0,0
2016,5.985,0.096337184,2,13,0,1,763.0068,0,1,0,0
2017,9.5,0.142425145,4,22,0,0,756.3488,1,0,0,0
2018,11.15,0.0,1,18,0,1,181.0976,0,1,0,0
2019,10.8,0.041663111,4,35,1,0,6029.4848,0,0,0,1
2020,18.0,0.019386234,2,23,0,2,3083.9856,0,1,0,0
2021,13.65,0.135226962,1,35,0,2,113.186,1,0,0,0
2022,16.2,0.0,1,33,2,0,2087.9488,0,1,0,0
2023,13.15,0.036729122,3,21,1,2,2535.3664,0,1,0,0
2024,20.6,0.045380404,3,33,2,0,1789.6704,0,1,0,0
2025,11.395,0.069587171,4,23,0,2,4687.232,0,1,0,0
2026,6.78,0.08573655,4,33,2,0,3425.541,0,1,0,0
2027,8.84,0.076681143,2,21,1,2,1657.842,0,1,0,0
2028,16.7,0.102055777,3,23,0,2,3101.2964,0,1,0,0
2029,13.3,0.071856726,1,13,0,1,1347.5792,0,1,0,0
2030,12.6,0.063054947,2,13,0,1,2270.378,0,1,0,0
2031,7.6,0.142383847,3,16,0,1,2556.672,0,1,0,0
2032,12.6,0.03150851,3,33,2,0,3779.0808,0,1,0,0
2033,6.67,0.123620492,1,21,1,2,1505.3738,0,1,0,0
2034,10.695,0.06375108,1,16,0,1,782.9808,0,1,0,0
2035,5.44,0.04461205,4,35,0,2,480.7076,1,0,0,0
2036,16.6,0.122204371,3,16,0,1,1911.5118,0,1,0,0
2037,10.0,0.037764307,2,23,0,2,642.497,0,1,0,0
2038,19.1,0.092437711,3,13,0,1,1470.0864,0,1,0,0
2039,17.6,0.137807013,3,22,0,0,159.792,1,0,0,0
2040,19.5,0.077292302,4,21,1,2,6309.7866,0,1,0,0
2041,10.1,0.045763062,1,21,1,2,633.8416,0,1,0,0
2042,8.6,0.090558833,2,11,1,0,3091.9752,0,0,1,0
2043,19.7,0.041703666,2,33,2,0,1637.868,0,1,0,0
2044,15.35,0.014098693,1,13,0,1,805.618,0,1,0,0
2045,5.26,0.042008667,3,13,0,1,3767.0964,0,1,0,0
2046,9.8,0.106933748,3,18,0,1,529.311,0,1,0,0
2047,16.5,0.012663476,1,18,0,1,645.1602,0,1,0,0
2048,10.5,0.041387618,1,16,0,1,849.5608,0,1,0,0
2049,13.1,0.012148836,4,11,1,0,1328.271,0,0,1,0
2050,5.34,0.005935001,2,35,1,0,2010.716,0,0,0,1
2051,9.3,0.014047825,4,18,0,1,4364.9848,0,1,0,0
2052,14.3,0.026375082,1,18,0,1,792.302,0,1,0,0
2053,6.13,0.0,1,35,1,0,2804.3496,0,0,0,1
2054,10.8,0.052174319,4,18,0,1,4290.4152,0,1,0,0
2055,7.855,0.0,1,35,0,2,37.2848,1,0,0,0
2056,12.85,0.137786856,3,11,1,0,2659.871,0,0,1,0
2057,6.78,0.066608487,3,16,0,1,5406.296,0,1,0,0
2058,9.195,0.064002068,1,16,0,1,930.1226,0,1,0,0
2059,7.905,0.06406438,4,23,0,2,1826.9552,0,1,0,0
2060,17.6,0.049345425,2,13,0,1,1145.176,0,1,0,0
2061,15.7,0.11521312,2,13,0,1,3150.5656,0,1,0,0
2062,9.195,0.0,1,35,0,2,253.6698,1,0,0,0
2063,19.2,0.099991245,2,33,2,0,1779.0176,0,1,0,0
2064,7.405,0.015334003,1,11,1,0,1185.7898,0,0,1,0
2065,19.5,0.129170642,4,22,0,0,467.3916,1,0,0,0
2066,9.195,0.051908824,1,13,0,1,1414.1592,0,1,0,0
2067,11.65,0.131770922,3,18,0,1,1518.024,0,1,0,0
2068,21.1,0.028984804,3,33,2,0,3034.0506,0,1,0,0
2069,8.695,0.120211747,1,13,0,1,666.4658,0,1,0,0
2070,7.27,0.02076385,1,33,2,0,181.0976,0,1,0,0
2071,8.85,0.016006626,2,33,2,0,210.3928,0,1,0,0
2072,18.6,0.015766712,3,16,0,1,1662.5026,0,1,0,0
2073,21.25,0.024536199,3,35,1,0,3791.0652,0,0,0,1
2074,9.1,0.008046878,1,21,1,2,402.809,0,1,0,0
2075,7.975,0.014653896,1,21,1,2,749.025,0,1,0,0
2076,10.0,0.073794811,2,13,0,1,2516.724,0,1,0,0
2077,6.865,0.056830682,4,23,0,2,5556.7668,0,1,0,0
2078,16.7,0.054618573,1,16,0,1,1022.6688,0,1,0,0
2079,7.285,0.052141447,3,22,0,0,525.3162,1,0,0,0
2080,8.43,0.017360867,4,18,0,1,1576.6144,0,1,0,0
2081,20.2,0.196438668,4,22,0,0,392.822,1,0,0,0
2082,8.75,0.074743226,4,21,1,2,5257.1568,0,1,0,0
2083,17.1,0.127792701,2,35,1,0,4447.544,0,0,0,1
2084,9.6,0.024358634,4,35,1,0,5652.642,0,0,0,1
2085,9.695,0.070431235,3,16,0,1,3033.3848,0,1,0,0
2086,7.75,0.082930699,1,23,0,2,780.9834,0,1,0,0
2087,19.75,0.041330512,2,33,2,0,2474.7786,0,1,0,0
2088,9.8,0.235354055,1,22,0,0,101.2016,1,0,0,0
2089,11.8,0.057746382,3,13,0,1,3929.5516,0,1,0,0
2090,9.8,0.045337184,1,21,1,2,564.5984,0,1,0,0
2091,7.42,0.020374875,4,33,2,0,1245.046,0,1,0,0
2092,20.75,0.035568147,3,22,0,0,151.8024,1,0,0,0
2093,12.6,0.062797771,2,21,1,2,825.592,0,1,0,0
2094,19.75,0.018096488,3,11,1,0,2696.49,0,0,1,0
2095,10.895,0.009613854,2,33,2,0,1231.73,0,1,0,0
2096,16.6,0.026645307,1,11,1,0,939.4438,0,0,1,0
2097,6.765,0.087753682,2,13,0,1,2090.612,0,1,0,0
2098,13.1,0.037657459,3,18,0,1,2801.6864,0,1,0,0
2099,19.6,0.041091215,1,35,1,0,3364.9532,0,0,0,1
2100,6.155,0.095195306,4,13,0,1,2343.616,0,1,0,0
2101,10.65,0.048686689,3,23,0,2,1808.9786,0,1,0,0
2102,14.1,0.117091213,4,35,0,2,992.042,1,0,0,0
2103,20.25,0.022940826,4,23,0,2,5768.4912,0,1,0,0
2104,20.5,0.119339241,2,16,0,1,970.7364,0,1,0,0
2105,11.8,0.014075334,3,33,2,0,3568.688,0,1,0,0
2106,15.0,0.046336634,2,33,2,0,3533.4006,0,1,0,0
2107,13.15,0.036641589,3,33,2,0,6157.3184,0,1,0,0
2108,15.5,0.101176316,4,11,1,0,4729.8432,0,0,1,0
2109,16.2,0.035737373,4,35,1,0,9371.8008,0,0,0,1
2110,11.6,0.079376029,1,13,0,1,1949.4624,0,1,0,0
2111,14.35,0.091054989,4,21,1,2,4633.968,0,1,0,0
2112,13.15,0.043852434,3,18,0,1,4211.185,0,1,0,0
2113,10.895,0.009620042,2,16,0,1,1970.768,0,1,0,0
2114,10.1,0.054939848,4,13,0,1,3372.9428,0,1,0,0
2115,18.7,0.014675574,1,13,0,1,934.7832,0,1,0,0
2116,12.15,0.14526636,4,21,1,2,3375.606,0,1,0,0
2117,10.195,0.146662938,2,23,0,2,2388.2246,0,1,0,0
2118,8.575,0.071786706,4,33,2,0,780.3176,0,1,0,0
2119,16.5,0.133424184,2,22,0,0,102.5332,1,0,0,0
2120,9.065,0.115799592,2,11,1,0,1713.7692,0,0,1,0
2121,16.6,0.027579198,3,23,0,2,1605.9096,0,1,0,0
2122,11.6,0.241055611,4,22,0,0,717.0666,1,0,0,0
2123,19.5,0.014332439,1,11,1,0,1381.535,0,0,1,0
2124,16.6,0.027133398,2,22,0,0,215.7192,1,0,0,0
2125,11.85,0.132876847,2,21,1,2,1076.5986,0,1,0,0
2126,12.85,0.03315162,3,33,2,0,2931.5174,0,1,0,0
2127,9.0,0.019536981,3,21,1,2,4211.185,0,1,0,0
2128,5.655,0.085258864,3,16,0,1,1830.95,0,1,0,0
2129,8.93,0.013179388,1,23,0,2,939.4438,0,1,0,0
2130,15.2,0.033592687,2,16,0,1,1856.2504,0,1,0,0
2131,7.655,0.05346916,2,22,0,0,115.8492,1,0,0,0
